variant_slug,base_slug,base_name,kind,class,slot,rarity,affix,combat_value,expected_socket_count,socket_shapes
eagle-god-winged-helm-1150301,eagle-god-winged-helm,Eagle God Winged Helm,armor,Blackarrow,Head,Epic,Iron Helmet,450,1,
eagle-god-winged-helm-1150302,eagle-god-winged-helm,Eagle God Winged Helm,armor,Blackarrow,Head,Epic,Sky Piercer,450,1,
eagle-god-winged-helm-1150303,eagle-god-winged-helm,Eagle God Winged Helm,armor,Blackarrow,Head,Epic,Seeker,450,1,
eagle-god-winged-helm-1150304,eagle-god-winged-helm,Eagle God Winged Helm,armor,Blackarrow,Head,Epic,Ranged,450,1,
eagle-god-winged-helm-1150305,eagle-god-winged-helm,Eagle God Winged Helm,armor,Blackarrow,Head,Epic,Smiting,450,1,
eagle-god-winged-helm-1150306,eagle-god-winged-helm,Eagle God Winged Helm,armor,Blackarrow,Head,Epic,Swift,450,1,
eagle-god-winged-helm-1150307,eagle-god-winged-helm,Eagle God Winged Helm,armor,Blackarrow,Head,Epic,Wealth,450,1,
eagle-god-winged-helm-1150308,eagle-god-winged-helm,Eagle God Winged Helm,armor,Blackarrow,Head,Epic,Base roll,425,2,
eagle-god-winged-helm-1150309,eagle-god-winged-helm,Eagle God Winged Helm,armor,Blackarrow,Head,Epic,Base roll,425,2,
einherjars-blessing-necklace-1660201,einherjars-blessing-necklace,Einherjar's Blessing Necklace,armor,Any,Necklace,Legendary,Base roll,500,3,"moonstone2,amethyst,peridot"
einherjars-blessing-necklace-1660202,einherjars-blessing-necklace,Einherjar's Blessing Necklace,armor,Any,Necklace,Legendary,Base roll,500,3,"peridot2,agate,moonstone"
einherjars-blessing-necklace-1660203,einherjars-blessing-necklace,Einherjar's Blessing Necklace,armor,Any,Necklace,Legendary,Base roll,500,3,"universal2,amethyst,moonstone"
emissary-gauntlets-1340401,emissary-gauntlets,Emissary Gauntlets,armor,Shadowstrix,Hands,Excellent,Fervid,375,1,moonstone
emissary-gauntlets-1340402,emissary-gauntlets,Emissary Gauntlets,armor,Shadowstrix,Hands,Excellent,Seeker,375,1,agate
emissary-gauntlets-1340403,emissary-gauntlets,Emissary Gauntlets,armor,Shadowstrix,Hands,Excellent,Fervor,375,1,peridot
emissary-gauntlets-1340404,emissary-gauntlets,Emissary Gauntlets,armor,Shadowstrix,Hands,Excellent,Deft,375,1,amethyst
emissary-gauntlets-1340405,emissary-gauntlets,Emissary Gauntlets,armor,Shadowstrix,Hands,Excellent,Blessing,375,1,peridot
emissary-gauntlets-1340406,emissary-gauntlets,Emissary Gauntlets,armor,Shadowstrix,Hands,Excellent,Curse,375,1,amethyst
emissary-gauntlets-1340407,emissary-gauntlets,Emissary Gauntlets,armor,Shadowstrix,Hands,Excellent,Wealth,375,1,moonstone
emissary-gauntlets-1340408,emissary-gauntlets,Emissary Gauntlets,armor,Shadowstrix,Hands,Excellent,Base roll,350,2,"agate,amethyst"
emissary-gauntlets-1340409,emissary-gauntlets,Emissary Gauntlets,armor,Shadowstrix,Hands,Excellent,Base roll,350,2,"agate,moonstone"
emissary-leather-armor-1240401,emissary-leather-armor,Emissary Leather Armor,armor,Shadowstrix,Chest,Excellent,Aegis,375,1,agate
emissary-leather-armor-1240402,emissary-leather-armor,Emissary Leather Armor,armor,Shadowstrix,Chest,Excellent,Tenacious,375,1,peridot
emissary-leather-armor-1240403,emissary-leather-armor,Emissary Leather Armor,armor,Shadowstrix,Chest,Excellent,Iron Helmet,375,1,moonstone
emissary-leather-armor-1240404,emissary-leather-armor,Emissary Leather Armor,armor,Shadowstrix,Chest,Excellent,Resilience,375,1,moonstone
emissary-leather-armor-1240405,emissary-leather-armor,Emissary Leather Armor,armor,Shadowstrix,Chest,Excellent,Vitality,375,1,peridot
emissary-leather-armor-1240406,emissary-leather-armor,Emissary Leather Armor,armor,Shadowstrix,Chest,Excellent,Curse,375,1,agate
emissary-leather-armor-1240407,emissary-leather-armor,Emissary Leather Armor,armor,Shadowstrix,Chest,Excellent,Wealth,375,1,amethyst
emissary-leather-armor-1240408,emissary-leather-armor,Emissary Leather Armor,armor,Shadowstrix,Chest,Excellent,Base roll,350,2,"amethyst,peridot"
emissary-leather-armor-1240409,emissary-leather-armor,Emissary Leather Armor,armor,Shadowstrix,Chest,Excellent,Base roll,350,2,"agate,moonstone"
emissary-long-boots-1540401,emissary-long-boots,Emissary Long Boots,armor,Shadowstrix,Feet,Excellent,Aegis,375,1,peridot
emissary-long-boots-1540402,emissary-long-boots,Emissary Long Boots,armor,Shadowstrix,Feet,Excellent,Ethereal,375,1,agate
emissary-long-boots-1540403,emissary-long-boots,Emissary Long Boots,armor,Shadowstrix,Feet,Excellent,Seeker,375,1,moonstone
emissary-long-boots-1540404,emissary-long-boots,Emissary Long Boots,armor,Shadowstrix,Feet,Excellent,Fervor,375,1,peridot
emissary-long-boots-1540405,emissary-long-boots,Emissary Long Boots,armor,Shadowstrix,Feet,Excellent,Smiting,375,1,amethyst
emissary-long-boots-1540406,emissary-long-boots,Emissary Long Boots,armor,Shadowstrix,Feet,Excellent,Elusive,375,1,agate
emissary-long-boots-1540407,emissary-long-boots,Emissary Long Boots,armor,Shadowstrix,Feet,Excellent,Deft,375,1,moonstone
emissary-long-boots-1540408,emissary-long-boots,Emissary Long Boots,armor,Shadowstrix,Feet,Excellent,Base roll,350,2,"agate,peridot"
emissary-long-boots-1540409,emissary-long-boots,Emissary Long Boots,armor,Shadowstrix,Feet,Excellent,Base roll,350,2,"amethyst,moonstone"
emissary-mask-1140401,emissary-mask,Emissary Mask,armor,Shadowstrix,Head,Excellent,Aegis,375,1,peridot
emissary-mask-1140402,emissary-mask,Emissary Mask,armor,Shadowstrix,Head,Excellent,Tenacious,375,1,agate
emissary-mask-1140403,emissary-mask,Emissary Mask,armor,Shadowstrix,Head,Excellent,Iron Helmet,375,1,moonstone
emissary-mask-1140404,emissary-mask,Emissary Mask,armor,Shadowstrix,Head,Excellent,Fervor,375,1,amethyst
emissary-mask-1140405,emissary-mask,Emissary Mask,armor,Shadowstrix,Head,Excellent,Elusive,375,1,peridot
emissary-mask-1140406,emissary-mask,Emissary Mask,armor,Shadowstrix,Head,Excellent,Blessing,375,1,agate
emissary-mask-1140407,emissary-mask,Emissary Mask,armor,Shadowstrix,Head,Excellent,Wealth,375,1,amethyst
emissary-mask-1140408,emissary-mask,Emissary Mask,armor,Shadowstrix,Head,Excellent,Base roll,350,2,"moonstone,peridot"
emissary-mask-1140409,emissary-mask,Emissary Mask,armor,Shadowstrix,Head,Excellent,Base roll,350,2,"agate,amethyst"
emissary-tights-1440401,emissary-tights,Emissary Tights,armor,Shadowstrix,Legs,Excellent,Aegis,375,1,peridot
emissary-tights-1440402,emissary-tights,Emissary Tights,armor,Shadowstrix,Legs,Excellent,Tenacious,375,1,moonstone
emissary-tights-1440403,emissary-tights,Emissary Tights,armor,Shadowstrix,Legs,Excellent,Iron Helmet,375,1,peridot
emissary-tights-1440404,emissary-tights,Emissary Tights,armor,Shadowstrix,Legs,Excellent,Fervid,375,1,amethyst
emissary-tights-1440405,emissary-tights,Emissary Tights,armor,Shadowstrix,Legs,Excellent,Smiting,375,1,agate
emissary-tights-1440406,emissary-tights,Emissary Tights,armor,Shadowstrix,Legs,Excellent,Vitality,375,1,agate
emissary-tights-1440407,emissary-tights,Emissary Tights,armor,Shadowstrix,Legs,Excellent,Elusive,375,1,amethyst
emissary-tights-1440408,emissary-tights,Emissary Tights,armor,Shadowstrix,Legs,Excellent,Base roll,350,2,"moonstone,peridot"
emissary-tights-1440409,emissary-tights,Emissary Tights,armor,Shadowstrix,Legs,Excellent,Base roll,350,2,"amethyst,moonstone"
engraved-ring-1720101,engraved-ring,Engraved Ring,armor,Any,Ring,Common,Base roll,200,,
enlightenment-bracers-1340501,enlightenment-bracers,Enlightenment Bracers,armor,Seer,Hands,Excellent,Brotherhood,375,1,
enlightenment-bracers-1340502,enlightenment-bracers,Enlightenment Bracers,armor,Seer,Hands,Excellent,Ranged,375,1,
enlightenment-bracers-1340503,enlightenment-bracers,Enlightenment Bracers,armor,Seer,Hands,Excellent,Fervor,375,1,
enlightenment-bracers-1340504,enlightenment-bracers,Enlightenment Bracers,armor,Seer,Hands,Excellent,Eloquence,375,1,
enlightenment-bracers-1340505,enlightenment-bracers,Enlightenment Bracers,armor,Seer,Hands,Excellent,Deft,375,1,
enlightenment-bracers-1340506,enlightenment-bracers,Enlightenment Bracers,armor,Seer,Hands,Excellent,Wealth,375,1,
enlightenment-bracers-1340507,enlightenment-bracers,Enlightenment Bracers,armor,Seer,Hands,Excellent,Creation,375,1,
enlightenment-bracers-1340508,enlightenment-bracers,Enlightenment Bracers,armor,Seer,Hands,Excellent,Base roll,350,2,
enlightenment-bracers-1340509,enlightenment-bracers,Enlightenment Bracers,armor,Seer,Hands,Excellent,Base roll,350,2,
enlightenment-crown-1140501,enlightenment-crown,Enlightenment Crown,armor,Seer,Head,Excellent,Distant Ward,375,1,
enlightenment-crown-1140502,enlightenment-crown,Enlightenment Crown,armor,Seer,Head,Excellent,Iron Helmet,375,1,
enlightenment-crown-1140503,enlightenment-crown,Enlightenment Crown,armor,Seer,Head,Excellent,Brotherhood,375,1,
enlightenment-crown-1140504,enlightenment-crown,Enlightenment Crown,armor,Seer,Head,Excellent,Ranged,375,1,
enlightenment-crown-1140505,enlightenment-crown,Enlightenment Crown,armor,Seer,Head,Excellent,Fervor,375,1,
enlightenment-crown-1140506,enlightenment-crown,Enlightenment Crown,armor,Seer,Head,Excellent,Wealth,375,1,
enlightenment-crown-1140507,enlightenment-crown,Enlightenment Crown,armor,Seer,Head,Excellent,Creation,375,1,
enlightenment-crown-1140508,enlightenment-crown,Enlightenment Crown,armor,Seer,Head,Excellent,Base roll,350,2,
enlightenment-crown-1140509,enlightenment-crown,Enlightenment Crown,armor,Seer,Head,Excellent,Base roll,350,2,
enlightenment-greaves-1540501,enlightenment-greaves,Enlightenment Greaves,armor,Seer,Feet,Excellent,Aegis,375,1,
enlightenment-greaves-1540502,enlightenment-greaves,Enlightenment Greaves,armor,Seer,Feet,Excellent,Ethereal,375,1,
enlightenment-greaves-1540503,enlightenment-greaves,Enlightenment Greaves,armor,Seer,Feet,Excellent,Spirit Shield,375,1,
enlightenment-greaves-1540504,enlightenment-greaves,Enlightenment Greaves,armor,Seer,Feet,Excellent,Fervid,375,1,
enlightenment-greaves-1540505,enlightenment-greaves,Enlightenment Greaves,armor,Seer,Feet,Excellent,Seeker,375,1,
enlightenment-greaves-1540506,enlightenment-greaves,Enlightenment Greaves,armor,Seer,Feet,Excellent,Ranged,375,1,
enlightenment-greaves-1540507,enlightenment-greaves,Enlightenment Greaves,armor,Seer,Feet,Excellent,Elusive,375,1,
enlightenment-greaves-1540508,enlightenment-greaves,Enlightenment Greaves,armor,Seer,Feet,Excellent,Base roll,350,2,
enlightenment-greaves-1540509,enlightenment-greaves,Enlightenment Greaves,armor,Seer,Feet,Excellent,Base roll,350,2,
enlightenment-pants-1440501,enlightenment-pants,Enlightenment Pants,armor,Seer,Legs,Excellent,Tenacious,375,1,
enlightenment-pants-1440502,enlightenment-pants,Enlightenment Pants,armor,Seer,Legs,Excellent,Brotherhood,375,1,
enlightenment-pants-1440503,enlightenment-pants,Enlightenment Pants,armor,Seer,Legs,Excellent,Fervid,375,1,
enlightenment-pants-1440504,enlightenment-pants,Enlightenment Pants,armor,Seer,Legs,Excellent,Seeker,375,1,
enlightenment-pants-1440505,enlightenment-pants,Enlightenment Pants,armor,Seer,Legs,Excellent,Fervor,375,1,
enlightenment-pants-1440506,enlightenment-pants,Enlightenment Pants,armor,Seer,Legs,Excellent,Smiting,375,1,
enlightenment-pants-1440507,enlightenment-pants,Enlightenment Pants,armor,Seer,Legs,Excellent,Eloquence,375,1,
enlightenment-pants-1440508,enlightenment-pants,Enlightenment Pants,armor,Seer,Legs,Excellent,Base roll,350,2,
enlightenment-pants-1440509,enlightenment-pants,Enlightenment Pants,armor,Seer,Legs,Excellent,Base roll,350,2,
enlightenment-vestment-1240501,enlightenment-vestment,Enlightenment Vestment,armor,Seer,Chest,Excellent,Tenacious,375,1,
enlightenment-vestment-1240502,enlightenment-vestment,Enlightenment Vestment,armor,Seer,Chest,Excellent,Iron Helmet,375,1,
enlightenment-vestment-1240503,enlightenment-vestment,Enlightenment Vestment,armor,Seer,Chest,Excellent,Spirit Shield,375,1,
enlightenment-vestment-1240504,enlightenment-vestment,Enlightenment Vestment,armor,Seer,Chest,Excellent,Fervid,375,1,
enlightenment-vestment-1240505,enlightenment-vestment,Enlightenment Vestment,armor,Seer,Chest,Excellent,Smiting,375,1,
enlightenment-vestment-1240506,enlightenment-vestment,Enlightenment Vestment,armor,Seer,Chest,Excellent,Eloquence,375,1,
enlightenment-vestment-1240507,enlightenment-vestment,Enlightenment Vestment,armor,Seer,Chest,Excellent,Blessing,375,1,
enlightenment-vestment-1240508,enlightenment-vestment,Enlightenment Vestment,armor,Seer,Chest,Excellent,Base roll,350,2,
enlightenment-vestment-1240509,enlightenment-vestment,Enlightenment Vestment,armor,Seer,Chest,Excellent,Base roll,350,2,
eye-of-the-sea-giant-1760401,eye-of-the-sea-giant,Eye of the Sea Giant,armor,Any,Ring,Legendary,Base roll,500,3,"moonstone2,amethyst,peridot"
eye-of-the-sea-giant-1760402,eye-of-the-sea-giant,Eye of the Sea Giant,armor,Any,Ring,Legendary,Base roll,500,3,"peridot2,agate,moonstone"
eye-of-the-sea-giant-1760403,eye-of-the-sea-giant,Eye of the Sea Giant,armor,Any,Ring,Legendary,Base roll,500,3,"universal2,agate,peridot"
fearless-boots-1540101,fearless-boots,Fearless Boots,armor,Mercenary,Feet,Excellent,Stoic,375,1,
fearless-boots-1540102,fearless-boots,Fearless Boots,armor,Mercenary,Feet,Excellent,Ethereal,375,1,
fearless-boots-1540103,fearless-boots,Fearless Boots,armor,Mercenary,Feet,Excellent,Wrath,375,1,
fearless-boots-1540104,fearless-boots,Fearless Boots,armor,Mercenary,Feet,Excellent,Unyielding,375,1,
fearless-boots-1540105,fearless-boots,Fearless Boots,armor,Mercenary,Feet,Excellent,Vitality,375,1,
fearless-boots-1540106,fearless-boots,Fearless Boots,armor,Mercenary,Feet,Excellent,Elusive,375,1,
fearless-boots-1540107,fearless-boots,Fearless Boots,armor,Mercenary,Feet,Excellent,Focused,375,1,
fearless-boots-1540108,fearless-boots,Fearless Boots,armor,Mercenary,Feet,Excellent,Base roll,350,2,
fearless-boots-1540109,fearless-boots,Fearless Boots,armor,Mercenary,Feet,Excellent,Base roll,350,2,
fearless-bracers-1340101,fearless-bracers,Fearless Bracers,armor,Mercenary,Hands,Excellent,Wealth,375,1,
fearless-bracers-1340102,fearless-bracers,Fearless Bracers,armor,Mercenary,Hands,Excellent,Wrath,375,1,
fearless-bracers-1340103,fearless-bracers,Fearless Bracers,armor,Mercenary,Hands,Excellent,Resilience,375,1,
fearless-bracers-1340104,fearless-bracers,Fearless Bracers,armor,Mercenary,Hands,Excellent,Smiting,375,1,
fearless-bracers-1340105,fearless-bracers,Fearless Bracers,armor,Mercenary,Hands,Excellent,Vitality,375,1,
fearless-bracers-1340106,fearless-bracers,Fearless Bracers,armor,Mercenary,Hands,Excellent,Deft,375,1,
fearless-bracers-1340107,fearless-bracers,Fearless Bracers,armor,Mercenary,Hands,Excellent,Focused,375,1,
fearless-bracers-1340108,fearless-bracers,Fearless Bracers,armor,Mercenary,Hands,Excellent,Base roll,350,2,
fearless-bracers-1340109,fearless-bracers,Fearless Bracers,armor,Mercenary,Hands,Excellent,Base roll,350,2,
fearless-breastplate-1240101,fearless-breastplate,Fearless Breastplate,armor,Mercenary,Chest,Excellent,Aegis,375,1,
fearless-breastplate-1240102,fearless-breastplate,Fearless Breastplate,armor,Mercenary,Chest,Excellent,Tenacious,375,1,
fearless-breastplate-1240103,fearless-breastplate,Fearless Breastplate,armor,Mercenary,Chest,Excellent,Bulwark,375,1,
fearless-breastplate-1240104,fearless-breastplate,Fearless Breastplate,armor,Mercenary,Chest,Excellent,Iron Helmet,375,1,
fearless-breastplate-1240105,fearless-breastplate,Fearless Breastplate,armor,Mercenary,Chest,Excellent,Blessing,375,1,
fearless-breastplate-1240106,fearless-breastplate,Fearless Breastplate,armor,Mercenary,Chest,Excellent,Wrath,375,1,
fearless-breastplate-1240107,fearless-breastplate,Fearless Breastplate,armor,Mercenary,Chest,Excellent,Focused,375,1,
fearless-breastplate-1240108,fearless-breastplate,Fearless Breastplate,armor,Mercenary,Chest,Excellent,Base roll,350,2,
fearless-breastplate-1240109,fearless-breastplate,Fearless Breastplate,armor,Mercenary,Chest,Excellent,Base roll,350,2,
fearless-helmet-1140101,fearless-helmet,Fearless Helmet,armor,Mercenary,Head,Excellent,Aegis,375,1,
fearless-helmet-1140102,fearless-helmet,Fearless Helmet,armor,Mercenary,Head,Excellent,Tenacious,375,1,
fearless-helmet-1140103,fearless-helmet,Fearless Helmet,armor,Mercenary,Head,Excellent,Bulwark,375,1,
fearless-helmet-1140104,fearless-helmet,Fearless Helmet,armor,Mercenary,Head,Excellent,Resilience,375,1,
fearless-helmet-1140105,fearless-helmet,Fearless Helmet,armor,Mercenary,Head,Excellent,Stoic,375,1,
fearless-helmet-1140106,fearless-helmet,Fearless Helmet,armor,Mercenary,Head,Excellent,Brotherhood,375,1,
fearless-helmet-1140107,fearless-helmet,Fearless Helmet,armor,Mercenary,Head,Excellent,Seeker,375,1,
fearless-helmet-1140108,fearless-helmet,Fearless Helmet,armor,Mercenary,Head,Excellent,Base roll,350,2,
fearless-helmet-1140109,fearless-helmet,Fearless Helmet,armor,Mercenary,Head,Excellent,Base roll,350,2,
fearless-pants-1440101,fearless-pants,Fearless Pants,armor,Mercenary,Legs,Excellent,Aegis,375,1,
fearless-pants-1440102,fearless-pants,Fearless Pants,armor,Mercenary,Legs,Excellent,Tenacious,375,1,
fearless-pants-1440103,fearless-pants,Fearless Pants,armor,Mercenary,Legs,Excellent,Bulwark,375,1,
fearless-pants-1440104,fearless-pants,Fearless Pants,armor,Mercenary,Legs,Excellent,Iron Helmet,375,1,
fearless-pants-1440105,fearless-pants,Fearless Pants,armor,Mercenary,Legs,Excellent,Stoic,375,1,
fearless-pants-1440106,fearless-pants,Fearless Pants,armor,Mercenary,Legs,Excellent,Distant Ward,375,1,
fearless-pants-1440107,fearless-pants,Fearless Pants,armor,Mercenary,Legs,Excellent,Elusive,375,1,
fearless-pants-1440108,fearless-pants,Fearless Pants,armor,Mercenary,Legs,Excellent,Base roll,350,2,
fearless-pants-1440109,fearless-pants,Fearless Pants,armor,Mercenary,Legs,Excellent,Base roll,350,2,
frostspeaker-pendant-1660301,frostspeaker-pendant,Frostspeaker Pendant,armor,Any,Necklace,Legendary,Base roll,500,3,"agate2,amethyst,moonstone"
frostspeaker-pendant-1660302,frostspeaker-pendant,Frostspeaker Pendant,armor,Any,Necklace,Legendary,Base roll,500,3,"amethyst2,agate,peridot"
frostspeaker-pendant-1660303,frostspeaker-pendant,Frostspeaker Pendant,armor,Any,Necklace,Legendary,Base roll,500,3,"universal2,moonstone,peridot"
guard-armor-1220101,guard-armor,Guard Armor,armor,"Mercenary, Withered Knight",Chest,Common,Base roll,200,,
guard-boots-1520101,guard-boots,Guard Boots,armor,"Mercenary, Withered Knight",Feet,Common,Base roll,200,,
guard-bracers-1320101,guard-bracers,Guard Bracers,armor,"Mercenary, Withered Knight",Hands,Common,Base roll,200,,
guard-helmet-1120101,guard-helmet,Guard Helmet,armor,"Mercenary, Withered Knight",Head,Common,Base roll,200,,
guard-pants-1420101,guard-pants,Guard Pants,armor,"Mercenary, Withered Knight",Legs,Common,Base roll,200,,
holy-saints-bracers-1360501,holy-saints-bracers,Holy Saint's Bracers,armor,Seer,Hands,Legendary,Brotherhood,525,2,
holy-saints-bracers-1360502,holy-saints-bracers,Holy Saint's Bracers,armor,Seer,Hands,Legendary,Ranged,525,2,
holy-saints-bracers-1360503,holy-saints-bracers,Holy Saint's Bracers,armor,Seer,Hands,Legendary,Fervor,525,2,
holy-saints-bracers-1360504,holy-saints-bracers,Holy Saint's Bracers,armor,Seer,Hands,Legendary,Eloquence,525,2,
holy-saints-bracers-1360505,holy-saints-bracers,Holy Saint's Bracers,armor,Seer,Hands,Legendary,Deft,525,2,
holy-saints-bracers-1360506,holy-saints-bracers,Holy Saint's Bracers,armor,Seer,Hands,Legendary,Wealth,525,2,
holy-saints-bracers-1360507,holy-saints-bracers,Holy Saint's Bracers,armor,Seer,Hands,Legendary,Creation,525,2,
holy-saints-bracers-1360508,holy-saints-bracers,Holy Saint's Bracers,armor,Seer,Hands,Legendary,Base roll,500,3,
holy-saints-bracers-1360509,holy-saints-bracers,Holy Saint's Bracers,armor,Seer,Hands,Legendary,Base roll,500,3,
holy-saints-greaves-1560501,holy-saints-greaves,Holy Saint's Greaves,armor,Seer,Feet,Legendary,Aegis,525,2,
holy-saints-greaves-1560502,holy-saints-greaves,Holy Saint's Greaves,armor,Seer,Feet,Legendary,Ethereal,525,2,
holy-saints-greaves-1560503,holy-saints-greaves,Holy Saint's Greaves,armor,Seer,Feet,Legendary,Spirit Shield,525,2,
holy-saints-greaves-1560504,holy-saints-greaves,Holy Saint's Greaves,armor,Seer,Feet,Legendary,Fervid,525,2,
holy-saints-greaves-1560505,holy-saints-greaves,Holy Saint's Greaves,armor,Seer,Feet,Legendary,Seeker,525,2,
holy-saints-greaves-1560506,holy-saints-greaves,Holy Saint's Greaves,armor,Seer,Feet,Legendary,Ranged,525,2,
holy-saints-greaves-1560507,holy-saints-greaves,Holy Saint's Greaves,armor,Seer,Feet,Legendary,Elusive,525,2,
holy-saints-greaves-1560508,holy-saints-greaves,Holy Saint's Greaves,armor,Seer,Feet,Legendary,Base roll,500,3,
holy-saints-greaves-1560509,holy-saints-greaves,Holy Saint's Greaves,armor,Seer,Feet,Legendary,Base roll,500,3,
holy-saints-miter-1160501,holy-saints-miter,Holy Saint's Miter,armor,Seer,Head,Legendary,Distant Ward,525,2,
holy-saints-miter-1160502,holy-saints-miter,Holy Saint's Miter,armor,Seer,Head,Legendary,Iron Helmet,525,2,
holy-saints-miter-1160503,holy-saints-miter,Holy Saint's Miter,armor,Seer,Head,Legendary,Brotherhood,525,2,
holy-saints-miter-1160504,holy-saints-miter,Holy Saint's Miter,armor,Seer,Head,Legendary,Ranged,525,2,
holy-saints-miter-1160505,holy-saints-miter,Holy Saint's Miter,armor,Seer,Head,Legendary,Fervor,525,2,
holy-saints-miter-1160506,holy-saints-miter,Holy Saint's Miter,armor,Seer,Head,Legendary,Wealth,525,2,
holy-saints-miter-1160507,holy-saints-miter,Holy Saint's Miter,armor,Seer,Head,Legendary,Creation,525,2,
holy-saints-miter-1160508,holy-saints-miter,Holy Saint's Miter,armor,Seer,Head,Legendary,Base roll,500,3,
holy-saints-miter-1160509,holy-saints-miter,Holy Saint's Miter,armor,Seer,Head,Legendary,Base roll,500,3,
holy-saints-pants-1460501,holy-saints-pants,Holy Saint's Pants,armor,Seer,Legs,Legendary,Tenacious,525,2,
holy-saints-pants-1460502,holy-saints-pants,Holy Saint's Pants,armor,Seer,Legs,Legendary,Brotherhood,525,2,
holy-saints-pants-1460503,holy-saints-pants,Holy Saint's Pants,armor,Seer,Legs,Legendary,Fervid,525,2,
holy-saints-pants-1460504,holy-saints-pants,Holy Saint's Pants,armor,Seer,Legs,Legendary,Seeker,525,2,
holy-saints-pants-1460505,holy-saints-pants,Holy Saint's Pants,armor,Seer,Legs,Legendary,Fervor,525,2,
holy-saints-pants-1460506,holy-saints-pants,Holy Saint's Pants,armor,Seer,Legs,Legendary,Smiting,525,2,
holy-saints-pants-1460507,holy-saints-pants,Holy Saint's Pants,armor,Seer,Legs,Legendary,Eloquence,525,2,
holy-saints-pants-1460508,holy-saints-pants,Holy Saint's Pants,armor,Seer,Legs,Legendary,Base roll,500,3,
holy-saints-pants-1460509,holy-saints-pants,Holy Saint's Pants,armor,Seer,Legs,Legendary,Base roll,500,3,
holy-saints-vestment-1260501,holy-saints-vestment,Holy Saint's Vestment,armor,Seer,Chest,Legendary,Tenacious,525,2,
holy-saints-vestment-1260502,holy-saints-vestment,Holy Saint's Vestment,armor,Seer,Chest,Legendary,Iron Helmet,525,2,
holy-saints-vestment-1260503,holy-saints-vestment,Holy Saint's Vestment,armor,Seer,Chest,Legendary,Spirit Shield,525,2,
holy-saints-vestment-1260504,holy-saints-vestment,Holy Saint's Vestment,armor,Seer,Chest,Legendary,Fervid,525,2,
holy-saints-vestment-1260505,holy-saints-vestment,Holy Saint's Vestment,armor,Seer,Chest,Legendary,Smiting,525,2,
holy-saints-vestment-1260506,holy-saints-vestment,Holy Saint's Vestment,armor,Seer,Chest,Legendary,Eloquence,525,2,
holy-saints-vestment-1260507,holy-saints-vestment,Holy Saint's Vestment,armor,Seer,Chest,Legendary,Blessing,525,2,
holy-saints-vestment-1260508,holy-saints-vestment,Holy Saint's Vestment,armor,Seer,Chest,Legendary,Base roll,500,3,
holy-saints-vestment-1260509,holy-saints-vestment,Holy Saint's Vestment,armor,Seer,Chest,Legendary,Base roll,500,3,
hunters-ring-1730301,hunters-ring,Hunter's Ring,armor,Any,Ring,Rare,Base roll,275,1,agate
hunters-ring-1730302,hunters-ring,Hunter's Ring,armor,Any,Ring,Rare,Base roll,275,1,amethyst
hunters-ring-1730303,hunters-ring,Hunter's Ring,armor,Any,Ring,Rare,Base roll,275,1,universal
jungle-emissary-necklace-1650301,jungle-emissary-necklace,Jungle Emissary Necklace,armor,Any,Necklace,Epic,Base roll,425,2,"agate2,moonstone"
jungle-emissary-necklace-1650302,jungle-emissary-necklace,Jungle Emissary Necklace,armor,Any,Necklace,Epic,Base roll,425,2,"amethyst2,peridot"
jungle-emissary-necklace-1650303,jungle-emissary-necklace,Jungle Emissary Necklace,armor,Any,Necklace,Epic,Base roll,425,2,"universal2,moonstone"
lovers-ring-1730101,lovers-ring,Lover's Ring,armor,Any,Ring,Rare,Base roll,275,1,agate
lovers-ring-1730102,lovers-ring,Lover's Ring,armor,Any,Ring,Rare,Base roll,275,1,amethyst
lovers-ring-1730103,lovers-ring,Lover's Ring,armor,Any,Ring,Rare,Base roll,275,1,universal
mandrake-silver-ring-1740401,mandrake-silver-ring,Mandrake Silver Ring,armor,Any,Ring,Excellent,Base roll,350,2,"agate,peridot"
mandrake-silver-ring-1740402,mandrake-silver-ring,Mandrake Silver Ring,armor,Any,Ring,Excellent,Base roll,350,2,"amethyst,moonstone"
mandrake-silver-ring-1740403,mandrake-silver-ring,Mandrake Silver Ring,armor,Any,Ring,Excellent,Base roll,350,2,"universal,peridot"
martyrs-bracers-1330501,martyrs-bracers,Martyr's Bracers,armor,Seer,Hands,Rare,Brotherhood,300,0,
martyrs-bracers-1330502,martyrs-bracers,Martyr's Bracers,armor,Seer,Hands,Rare,Ranged,300,0,
martyrs-bracers-1330503,martyrs-bracers,Martyr's Bracers,armor,Seer,Hands,Rare,Fervor,300,0,
martyrs-bracers-1330504,martyrs-bracers,Martyr's Bracers,armor,Seer,Hands,Rare,Eloquence,300,0,
martyrs-bracers-1330505,martyrs-bracers,Martyr's Bracers,armor,Seer,Hands,Rare,Deft,300,0,
martyrs-bracers-1330506,martyrs-bracers,Martyr's Bracers,armor,Seer,Hands,Rare,Wealth,300,0,
martyrs-bracers-1330507,martyrs-bracers,Martyr's Bracers,armor,Seer,Hands,Rare,Creation,300,0,
martyrs-bracers-1330508,martyrs-bracers,Martyr's Bracers,armor,Seer,Hands,Rare,Base roll,275,1,
martyrs-bracers-1330509,martyrs-bracers,Martyr's Bracers,armor,Seer,Hands,Rare,Base roll,275,1,
